iter	Passed	Remaining
508	1056	188
509	1060	187
510	1062	184
511	1063	182
512	1065	180
513	1067	178
514	1069	176
515	1071	174
516	1073	172
517	1074	170
518	1077	168
519	1079	166
520	1080	163
521	1083	161
522	1084	159
523	1086	157
524	1087	155
525	1089	153
526	1091	151
527	1093	149
528	1095	147
529	1097	144
530	1098	142
531	1100	140
532	1102	138
533	1104	136
534	1106	134
535	1107	132
536	1109	130
537	1111	128
538	1113	125
539	1114	123
540	1116	121
541	1118	119
542	1119	117
543	1121	115
544	1123	113
545	1124	111
546	1126	109
547	1128	107
548	1130	105
549	1132	102
550	1133	100
551	1135	98
552	1137	96
553	1139	94
554	1140	92
555	1142	90
556	1144	88
557	1145	86
558	1147	84
559	1148	82
560	1150	79
561	1152	77
562	1154	75
563	1156	73
564	1157	71
565	1159	69
566	1161	67
567	1163	65
568	1165	63
569	1167	61
570	1169	59
571	1171	57
572	1172	55
573	1174	53
574	1177	51
575	1180	49
576	1181	47
577	1183	45
578	1185	43
579	1187	40
580	1189	38
581	1190	36
582	1192	34
583	1194	32
584	1196	30
585	1198	28
586	1199	26
587	1201	24
588	1203	22
589	1205	20
590	1207	18
591	1208	16
592	1210	14
593	1212	12
594	1214	10
595	1217	8
596	1219	6
597	1221	4
598	1223	2
599	1224	0
