iter	RMSE
139	6106.165294
140	6100.151384
141	6096.618372
142	6090.16959
143	6085.220215
144	6079.386925
145	6076.99806
146	6070.435999
147	6064.471961
148	6061.228062
149	6053.992523
150	6047.855387
151	6044.180246
152	6035.576695
153	6031.733476
154	6028.061192
155	6019.765705
156	6017.388125
157	6014.501622
158	6009.275865
159	6005.238885
160	6000.960514
161	5995.993562
162	5991.307997
163	5986.618225
164	5982.206655
165	5976.306708
166	5972.026699
167	5969.029343
168	5963.567149
169	5961.106517
170	5958.557246
171	5955.366045
172	5950.287336
173	5947.082714
174	5942.835216
175	5936.905561
176	5931.805161
177	5928.80351
178	5924.728907
179	5921.211666
180	5915.564457
181	5912.184541
182	5908.31071
183	5904.879737
184	5901.740157
185	5896.036688
186	5890.229317
187	5887.536786
188	5883.097569
189	5875.554671
190	5871.416815
191	5869.747115
192	5863.116888
193	5857.368279
194	5854.54102
195	5849.253815
196	5843.601274
197	5839.332324
198	5835.350435
199	5830.584284
200	5827.953682
201	5824.539665
202	5820.943919
203	5818.307296
204	5812.967136
205	5810.530441
206	5808.736017
207	5802.315316
208	5799.358214
209	5794.76264
210	5791.347952
211	5789.529763
212	5783.77799
213	5777.945981
214	5773.688262
215	5771.773923
216	5768.948173
217	5766.107442
218	5764.184042
219	5762.801794
220	5760.273878
221	5756.922499
222	5752.809817
223	5749.766055
224	5746.6636
225	5743.006358
226	5739.5969
227	5733.714442
228	5729.07934
229	5727.17024
230	5721.704426
231	5717.858772
232	5712.013742
233	5709.74325
234	5706.792507
235	5704.993596
236	5703.257631
237	5699.747974
238	5696.686372
239	5694.178095
240	5692.671175
241	5690.253474
242	5686.980854
243	5683.362814
244	5680.123865
245	5677.680279
246	5673.912299
247	5671.555056
248	5667.924374
249	5665.302936
250	5660.992002
251	5658.702391
252	5654.741356
253	5650.458199
254	5646.510706
255	5643.718684
256	5641.802947
257	5638.839272
258	5634.502888
259	5631.846601
260	5627.952148
261	5625.914394
262	5623.832846
263	5620.46668
264	5616.350261
265	5613.981414
266	5609.720793
267	5607.760032
268	5605.455874
269	5600.088278
270	5595.129523
271	5591.242
272	5589.433097
273	5587.250382
274	5584.329816
275	5581.610848
276	5578.164532
277	5576.659186
278	5574.829422
279	5570.457916
280	5567.511819
281	5564.89812
282	5560.211774
283	5558.278951
284	5556.401417
285	5553.346423
286	5551.181138
287	5548.237517
288	5545.866034
289	5543.478549
290	5540.461624
291	5537.510407
292	5533.021565
293	5530.051973
294	5526.386544
295	5523.274869
296	5521.455381
297	5518.601458
298	5517.019538
299	5515.326048
300	5510.13952
301	5508.54639
302	5504.885045
303	5501.337487
304	5497.170861
305	5494.32847
306	5490.924244
307	5487.633416
308	5482.997293
309	5479.326866
310	5477.834546
311	5475.841857
312	5471.885303
313	5468.59342
314	5465.736428
315	5463.563525
316	5460.86588
317	5458.079533
318	5456.6196
319	5452.691081
320	5451.371578
321	5447.306838
322	5445.012567
323	5441.363707
324	5437.576229
325	5434.919438
326	5429.819599
327	5428.776758
328	5426.036985
329	5422.523894
330	5420.194239
331	5417.518784
332	5415.818602
333	5414.005429
334	5410.71678
335	5408.427363
336	5405.463136
337	5404.663279
338	5403.167345
339	5401.400967
340	5399.840253
341	5397.332075
342	5395.625477
343	5392.160423
344	5389.268861
345	5386.894873
346	5383.988666
347	5381.15057
348	5380.044897
349	5376.789841
350	5374.05426
351	5372.256272
352	5371.187889
353	5367.594424
354	5365.077156
355	5363.653529
356	5359.271841
357	5357.831946
358	5354.451422
359	5352.39508
360	5349.998245
361	5347.731064
362	5346.661832
363	5345.078457
364	5342.191922
365	5340.294403
366	5337.613998
367	5336.187283
368	5333.102025
369	5330.839551
370	5328.592318
371	5326.143659
372	5324.608255
373	5323.348434
374	5320.538153
375	5316.295451
376	5314.866875
377	5313.277467
378	5310.507935
379	5309.321311
380	5306.989967
381	5303.989344
382	5302.174292
383	5300.110662
384	5297.575758
385	5294.764651
386	5292.622641
387	5290.031804
388	5287.854364
389	5285.840085
390	5282.061139
391	5280.751043
392	5279.42036
393	5276.84227
394	5274.527037
395	5272.579185
396	5272.045937
397	5269.905805
398	5266.112105
399	5264.981738
400	5262.391809
401	5261.041481
402	5259.85939
403	5257.772531
404	5256.938729
405	5255.867005
406	5254.736722
407	5252.626786
408	5250.415891
409	5248.916613
410	5247.668138
411	5245.740045
412	5244.565862
413	5242.446115
414	5240.952863
415	5239.100414
416	5237.818588
417	5236.719201
418	5234.952972
419	5233.632173
420	5231.713281
421	5229.375846
422	5226.828187
423	5225.247032
424	5223.017488
425	5222.522959
426	5218.168708
427	5215.122982
428	5213.934553
429	5211.772814
430	5209.927243
431	5206.553466
432	5202.972025
433	5201.010517
434	5199.893417
435	5196.260837
436	5194.368317
437	5191.265654
438	5187.529225
439	5186.541553
440	5184.446294
441	5182.203103
442	5179.739857
443	5177.333975
444	5175.003271
445	5172.245374
446	5170.552973
447	5168.468436
448	5167.942908
449	5165.992133
450	5164.118439
451	5160.49753
452	5158.098391
453	5156.926768
454	5154.004935
455	5152.073275
456	5150.956205
457	5148.018585
458	5145.861654
459	5144.224045
460	5144.082594
461	5142.199292
462	5140.211302
463	5140.038969
464	5138.081401
465	5135.336092
466	5132.65517
467	5130.854674
468	5130.258107
469	5128.015595
470	5126.333625
471	5124.544095
472	5121.392417
473	5119.569745
474	5117.733845
475	5116.097527
476	5114.355215
477	5112.466635
478	5110.769844
479	5109.24784
480	5108.275302
481	5106.352968
482	5105.047387
483	5103.824152
484	5102.113139
485	5100.184153
486	5098.347099
487	5096.49472
488	5093.82434
489	5092.00452
490	5090.178573
491	5088.279826
492	5084.389404
493	5082.770222
494	5081.099903
495	5079.246375
496	5076.802847
497	5076.459616
498	5073.468179
499	5071.101962
500	5069.426862
501	5067.404415
502	5066.993696
503	5065.284306
504	5063.981869
505	5063.045237
506	5060.120388
507	5059.122609
508	5058.108457
509	5055.621865
510	5054.32582
511	5052.679736
512	5051.546094
513	5048.658876
514	5046.061268
515	5045.455743
516	5043.460637
517	5041.353193
518	5039.508441
519	5038.550757
520	5037.554707
521	5035.788172
522	5034.485532
523	5032.863271
524	5030.97622
525	5030.633282
526	5029.664735
527	5027.81218
528	5025.115146
529	5022.180204
530	5021.094389
531	5019.235477
532	5017.873106
533	5016.301594
534	5014.259966
535	5012.923633
536	5010.420818
537	5009.281485
538	5007.926009
539	5004.952635
540	5003.868125
541	5002.393705
542	5001.51139
543	4999.832626
544	4998.190143
545	4995.88019
546	4995.331119
547	4993.964513
548	4993.299763
549	4991.73059
550	4989.827455
551	4988.218666
552	4986.732583
553	4985.332112
554	4984.439221
555	4983.157963
556	4982.38906
557	4980.83975
558	4979.070022
559	4977.470878
560	4975.443248
561	4973.996452
562	4972.702478
563	4971.57472
564	4970.634006
565	4969.194772
566	4967.358187
567	4965.903862
568	4965.376544
569	4963.819846
570	4962.234043
571	4959.590201
572	4957.799369
573	4956.048345
574	4954.57482
575	4953.29309
576	4951.168631
577	4948.810005
578	4947.720347
579	4945.530159
580	4943.967512
581	4942.83989
582	4941.379146
583	4939.7295
584	4937.161936
585	4935.471153
586	4933.752463
587	4930.580949
588	4927.386544
589	4925.456708
590	4923.921056
591	4922.724604
592	4921.100457
593	4919.124758
594	4917.986308
595	4916.33937
596	4915.225525
597	4913.471439
598	4912.54293
599	4911.799034
