Unnamed: 0,levy,manufacturer,year,category,leather_interior,fuel_type,engine_volume,mileage,cylinders,gear_box_type,drive_wheels,doors,wheel,color,airbags,turbo,price
17250,382.0,Hyundai,2014,Sedan,1,Hybrid,2.4,73825,4.0,Automatic,Front,4-5,Left wheel,Black,8,0,16935
12558,777.0,Hyundai,2014,Minivan,1,Diesel,2.5,170971,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,31082
6445,893.0,Hyundai,2008,Sedan,1,Petrol,1.6,136935,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,10976
11366,765.0,Ssangyong,2015,Jeep,1,Diesel,2.0,145572,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,28532
965,528.0,Nissan,2014,Hatchback,1,Petrol,1.6,72208,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,3136
18899,503.0,Toyota,2012,Hatchback,1,Petrol,1.5,69900,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,27679
17982,364.0,Kia,2012,Sedan,1,Petrol,1.0,50878,4.0,Automatic,Front,4-5,Left wheel,White,4,0,9722
16817,530.0,Nissan,2013,Jeep,1,Petrol,1.6,108765,4.0,Automatic,4x4,4-5,Left wheel,Blue,0,0,470
8900,1185.0,Hyundai,2009,Minivan,1,Diesel,2.5,56552,4.0,Automatic,Front,4-5,Left wheel,Other,4,0,11760
15133,687.0,Hyundai,2010,Sedan,1,Petrol,1.6,112417,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,14069
7908,1017.0,Hyundai,2017,Sedan,1,Other,2.0,208297,4.0,Automatic,Front,4-5,Left wheel,White,4,0,19914
4889,1249.0,Toyota,2017,Jeep,1,Petrol,2.5,58778,4.0,Automatic,Front,4-5,Left wheel,Blue,12,0,251
13962,934.0,Toyota,2015,Jeep,1,Petrol,2.5,89786,4.0,Automatic,4x4,4-5,Left wheel,Silver,0,0,28225
14760,779.0,Toyota,2013,Sedan,1,Hybrid,2.5,225510,4.0,Automatic,Front,4-5,Left wheel,White,12,0,314
13237,609.0,Toyota,2018,Sedan,1,Hybrid,2.5,73646,4.0,Automatic,4x4,4-5,Left wheel,Grey,12,0,13328
14329,891.0,Hyundai,2016,Jeep,1,Diesel,2.0,113588,4.0,Automatic,Front,4-5,Left wheel,Blue,4,0,42052
2361,607.0,Toyota,2019,Sedan,1,Hybrid,2.5,9626,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,3450
17376,394.0,Toyota,2014,Sedan,1,Hybrid,2.5,130478,4.0,Automatic,Front,4-5,Left wheel,White,12,0,862
15909,779.0,Toyota,2013,Sedan,1,Hybrid,2.5,124912,4.0,Automatic,Front,4-5,Left wheel,White,12,0,3763
15260,259.0,Chevrolet,2014,Hatchback,1,Hybrid,1.4,110958,4.0,Automatic,Front,4-5,Left wheel,Black,0,0,220
15724,781.0,Toyota,2012,Sedan,1,Hybrid,2.5,98298,4.0,Automatic,Front,4-5,Left wheel,Grey,8,0,21796
16163,749.0,Hyundai,2014,Sedan,1,Petrol,2.4,0,4.0,Automatic,Front,4-5,Left wheel,Blue,12,0,1803
7927,584.0,Honda,2014,Sedan,1,Petrol,1.8,80000,4.0,Automatic,Front,4-5,Left wheel,White,4,0,39559
8439,505.0,Ford,2018,Sedan,1,Hybrid,2.0,39000,4.0,Tiptronic,Front,4-5,Left wheel,Silver,12,0,39829
8250,645.0,Lexus,2011,Hatchback,1,Hybrid,1.8,32974,4.0,Automatic,Front,4-5,Left wheel,Silver,0,0,470
3711,1185.0,Hyundai,2009,Minivan,1,Diesel,2.5,74121,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,15994
312,781.0,Other,2012,Jeep,1,Petrol,2.5,281659,4.0,Automatic,4x4,4-5,Left wheel,Blue,0,0,8154
1232,1077.0,Hyundai,2019,Sedan,1,Petrol,2.0,33693,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,29793
18299,753.0,Kia,2012,Sedan,1,Petrol,2.4,88000,4.0,Tiptronic,Front,4-5,Left wheel,Other,12,0,16621
15947,707.0,Ssangyong,2011,Jeep,1,Diesel,2.0,131114,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,22649
758,333.0,Ford,2014,Sedan,1,Other,2.0,163000,4.0,Tiptronic,Front,4-5,Left wheel,Black,12,0,17876
17461,640.0,Ford,2013,Sedan,1,Hybrid,2.0,88660,4.0,Automatic,Front,4-5,Left wheel,White,12,0,22580
12511,1017.0,Hyundai,2017,Sedan,1,Other,2.0,61257,4.0,Automatic,Front,4-5,Left wheel,White,4,0,15681
2448,607.0,Toyota,2019,Sedan,1,Hybrid,2.5,39552,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,251
4760,730.0,Ssangyong,2016,Minivan,1,Diesel,1.6,125996,4.0,Automatic,Front,4-5,Left wheel,White,4,0,31772
14049,891.0,Hyundai,2016,Sedan,1,Other,2.0,37898,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,14279
1124,456.0,Lexus,2015,Sedan,1,Hybrid,2.5,267264,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,392
3580,1091.0,Toyota,2016,Sedan,1,Petrol,2.5,54400,4.0,Automatic,Front,4-5,Left wheel,Black,8,0,31361
2186,730.0,Hyundai,2016,Sedan,1,Petrol,1.6,87973,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,23129
9802,934.0,Hyundai,2015,Minivan,1,Diesel,2.5,52351,4.0,Automatic,Front,4-5,Left wheel,Other,4,0,23518
6949,753.0,Other,2012,Jeep,1,Petrol,2.4,91810,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,26262
8373,629.0,Hyundai,2015,Hatchback,1,Diesel,1.6,170000,4.0,Automatic,Front,4-5,Left wheel,White,4,0,21395
3762,586.0,Hyundai,2012,Sedan,1,Petrol,1.8,236800,4.0,Automatic,Front,4-5,Left wheel,Black,6,0,15681
8588,891.0,Ford,2016,Sedan,1,Petrol,2.0,145910,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,862
3863,781.0,Toyota,2012,Jeep,1,Petrol,2.5,293029,4.0,Automatic,4x4,4-5,Left wheel,Black,12,0,1019
3062,830.0,Chevrolet,2019,Other,1,Petrol,1.5,8710,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,5018
10931,1399.0,Lexus,2010,Jeep,1,Hybrid,3.5,148250,4.0,Tiptronic,4x4,4-5,Left wheel,Black,12,0,39201
13014,770.0,Hyundai,2016,Jeep,1,Diesel,1.7,101395,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,36636
11273,687.0,Hyundai,2010,Sedan,1,Petrol,1.6,128965,4.0,Automatic,Front,4-5,Left wheel,White,4,0,12585
8286,831.0,Honda,2011,Jeep,1,Petrol,2.4,272542,4.0,Automatic,4x4,4-5,Left wheel,Grey,12,0,1490
15295,753.0,Honda,2012,Sedan,1,Petrol,2.4,201736,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,392
15562,382.0,Ford,2015,Sedan,1,Hybrid,2.0,148709,4.0,Automatic,Front,4-5,Left wheel,Other,12,0,4704
13311,259.0,Chevrolet,2014,Hatchback,1,Hybrid,1.4,138491,4.0,Automatic,Front,4-5,Left wheel,Black,0,0,3763
728,642.0,Chevrolet,2012,Sedan,1,Diesel,2.0,62649,4.0,Automatic,Front,4-5,Left wheel,White,4,0,8624
5705,966.0,Hyundai,2009,Other,1,Petrol,2.0,125350,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,16358
10567,640.0,Ford,2013,Sedan,1,Hybrid,2.0,174619,4.0,Automatic,Front,4-5,Left wheel,Grey,0,0,1646
12880,503.0,Toyota,2012,Hatchback,1,Petrol,1.5,33395,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,21316
14271,1079.0,Other,2018,Jeep,1,Petrol,2.0,10782,4.0,Automatic,4x4,4-5,Left wheel,White,12,0,6743
11538,790.0,Hyundai,2009,Sedan,1,Diesel,1.6,53256,4.0,Automatic,Front,4-5,Left wheel,Blue,4,0,6272
16506,781.0,Toyota,2012,Sedan,1,Hybrid,2.5,90000,4.0,Tiptronic,Front,4-5,Left wheel,Black,8,0,17876
11142,836.0,Hyundai,2010,Other,1,Petrol,2.0,191263,4.0,Automatic,Front,4-5,Left wheel,White,4,0,16753
7278,586.0,Toyota,2012,Hatchback,1,Hybrid,1.8,297496,4.0,Automatic,Front,4-5,Left wheel,Other,12,0,549
12776,642.0,Hyundai,2012,Sedan,1,Petrol,2.0,120480,4.0,Tiptronic,Front,4-5,Left wheel,White,12,0,17249
2875,609.0,Toyota,2018,Sedan,1,Hybrid,2.5,35058,4.0,Automatic,Front,4-5,Left wheel,White,12,0,18817
16986,639.0,Ssangyong,2014,Jeep,1,Diesel,2.0,162169,4.0,Automatic,Front,4-5,Left wheel,Other,4,0,24123
17776,397.0,Toyota,2016,Sedan,1,Hybrid,1.8,30000,4.0,Variator,Front,4-5,Left wheel,Grey,10,0,40456
5632,639.0,Ssangyong,2014,Jeep,1,Diesel,2.0,134368,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,25512
16424,308.0,Lexus,2014,Hatchback,1,Hybrid,1.8,114000,4.0,Variator,Front,4-5,Left wheel,Other,10,0,30107
15055,574.0,Honda,2010,Hatchback,1,Hybrid,1.3,189571,4.0,Automatic,Front,4-5,Left wheel,Silver,0,0,706
15840,531.0,Chevrolet,2012,Hatchback,1,Petrol,1.6,111937,4.0,Automatic,Front,4-5,Left wheel,White,4,0,13987
1477,557.0,Ford,2013,Hatchback,1,Petrol,1.7,72000,4.0,Automatic,Front,4-5,Left wheel,Black,0,0,12544
150,585.0,Hyundai,2013,Sedan,1,Petrol,1.8,117920,4.0,Tiptronic,Front,4-5,Left wheel,Grey,12,0,17876
18366,420.0,Kia,2019,Sedan,1,Hybrid,1.6,2942,4.0,Automatic,Front,4-5,Left wheel,Other,12,0,706
2032,790.0,Other,2009,Sedan,1,Petrol,1.6,52020,4.0,Automatic,Front,4-5,Left wheel,White,4,0,7056
7048,638.0,Kia,2014,Sedan,1,Petrol,2.0,45984,4.0,Automatic,Front,4-5,Left wheel,White,4,0,17876
15595,447.0,Honda,2013,Hatchback,1,Petrol,1.3,120417,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,4936
7905,397.0,Lexus,2016,Hatchback,1,Hybrid,1.8,71904,4.0,Automatic,Front,4-5,Left wheel,White,0,0,9565
11451,781.0,Hyundai,2012,Minivan,1,Diesel,2.5,52600,4.0,Automatic,Front,4-5,Left wheel,White,4,0,17719
12644,891.0,Chevrolet,2016,Sedan,1,Petrol,2.0,108630,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,28909
4923,924.0,Ssangyong,2011,Jeep,1,Diesel,2.7,130484,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,24920
7777,583.0,Hyundai,2011,Sedan,1,Petrol,1.6,77483,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,19089
3509,503.0,Honda,2012,Sedan,1,Hybrid,1.5,142000,4.0,Automatic,Front,4-5,Left wheel,White,8,0,14113
11257,765.0,Other,2015,Sedan,1,Petrol,2.0,111285,4.0,Automatic,4x4,4-5,Left wheel,Black,0,0,706
3100,1017.0,Mercedes-Benz,2017,Sedan,1,Petrol,2.0,50930,4.0,Automatic,Rear,4-5,Left wheel,Black,12,0,22580
13733,862.0,Hyundai,2011,Minivan,1,Diesel,2.5,61142,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,21953
17604,687.0,Other,2010,Sedan,1,Petrol,1.6,36125,4.0,Automatic,Front,4-5,Left wheel,Blue,4,0,6523
9484,489.0,Chevrolet,2016,Sedan,1,Petrol,1.0,33492,4.0,Automatic,Front,4-5,Left wheel,White,4,0,11604
10688,730.0,Ssangyong,2016,Jeep,1,Diesel,1.6,153404,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,30564
16301,382.0,Honda,2017,Universal,1,Hybrid,1.5,22099,4.0,Automatic,Front,4-5,Left wheel,Blue,4,0,41259
18029,764.0,Chevrolet,2015,Jeep,1,Petrol,2.0,34329,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,14113
16361,911.0,Kia,2010,Minivan,1,Diesel,2.2,125000,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,11200
482,707.0,Hyundai,2011,Jeep,1,Diesel,2.0,143166,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,18688
4853,1268.0,Toyota,2012,Hatchback,1,Hybrid,1.5,149000,4.0,Automatic,Front,4-5,Right-hand drive,Other,6,0,9000
7574,259.0,Chevrolet,2014,Hatchback,1,Hybrid,1.4,112123,4.0,Automatic,Front,4-5,Left wheel,Silver,0,0,6586
5572,639.0,Hyundai,2014,Jeep,1,Diesel,2.0,134750,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,30351
1072,642.0,Kia,2012,Sedan,1,Other,2.0,95000,4.0,Tiptronic,Front,4-5,Left wheel,White,10,0,70
14252,394.0,Toyota,2014,Sedan,1,Hybrid,2.5,144000,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,31361
1421,761.0,Toyota,2010,Hatchback,1,Hybrid,1.8,226000,4.0,Automatic,Front,4-5,Left wheel,Blue,8,0,9346
3630,394.0,Toyota,2014,Sedan,1,Hybrid,2.5,0,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,10349
17124,607.0,Toyota,2019,Jeep,1,Hybrid,2.5,20955,4.0,Automatic,4x4,4-5,Left wheel,White,12,0,46101
7217,394.0,Lexus,2014,Sedan,1,Hybrid,2.5,113002,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,17876
6117,765.0,Chevrolet,2015,Jeep,1,Diesel,2.0,91751,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,22840
7859,779.0,Toyota,2013,Sedan,1,Petrol,2.5,111232,4.0,Tiptronic,Front,4-5,Left wheel,White,10,0,21012
9236,1141.0,Lexus,2009,Sedan,1,Hybrid,2.4,264000,4.0,Tiptronic,Front,4-5,Left wheel,Blue,10,0,17249
1144,1017.0,Ford,2017,Sedan,1,Petrol,2.0,158344,4.0,Automatic,4x4,4-5,Left wheel,Silver,12,0,470
7890,730.0,Ssangyong,2016,Jeep,1,Petrol,1.6,23379,4.0,Automatic,Front,4-5,Left wheel,White,4,0,42102
14437,583.0,Hyundai,2011,Sedan,1,Petrol,1.6,76462,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,19707
4887,730.0,Hyundai,2016,Sedan,1,Petrol,1.6,55446,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,27946
12009,836.0,Ssangyong,2010,Jeep,1,Diesel,2.0,163372,4.0,Automatic,Front,4-5,Left wheel,White,4,0,16148
1790,528.0,Ford,2014,Sedan,1,Petrol,1.6,66888,4.0,Automatic,Front,4-5,Left wheel,Grey,0,0,7840
4837,749.0,Hyundai,2014,Sedan,1,Petrol,2.4,115859,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,2195
5547,880.0,Kia,2018,Jeep,1,Petrol,1.6,65451,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,1646
10565,640.0,Ssangyong,2013,Other,1,Diesel,2.0,147219,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,21940
467,642.0,Chevrolet,2012,Jeep,1,Diesel,2.0,228570,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,13564
11608,503.0,Toyota,2012,Hatchback,1,Hybrid,1.5,163312,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,7919
2052,259.0,Chevrolet,2014,Hatchback,1,Other,1.4,35000,4.0,Automatic,Front,4-5,Left wheel,Other,10,0,28852
19138,738.0,Chevrolet,2017,Sedan,1,Petrol,1.4,107637,4.0,Automatic,Front,4-5,Left wheel,Black,0,0,15681
13886,583.0,Hyundai,2011,Hatchback,1,Petrol,1.6,188244,4.0,Automatic,Front,4-5,Left wheel,White,4,0,14454
4915,1091.0,Toyota,2016,Sedan,1,Petrol,2.5,70066,4.0,Automatic,Front,4-5,Left wheel,White,12,0,8467
13173,836.0,Hyundai,2010,Jeep,1,Diesel,2.0,174000,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,21953
5748,609.0,Toyota,2018,Sedan,1,Hybrid,2.5,127515,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,9722
14666,730.0,Ssangyong,2016,Jeep,1,Petrol,1.6,37045,4.0,Automatic,Front,4-5,Left wheel,Blue,4,0,44457
8003,836.0,Hyundai,2010,Jeep,1,Diesel,2.0,177719,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,23408
13359,790.0,Chevrolet,2009,Sedan,1,Petrol,1.6,110000,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,5645
10515,777.0,Hyundai,2014,Minivan,1,Diesel,2.5,151854,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,30517
17737,765.0,Hyundai,2015,Sedan,1,Petrol,2.0,64512,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,39722
1363,777.0,Toyota,2014,Sedan,1,Petrol,2.5,53310,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,8154
14831,707.0,Hyundai,2011,Sedan,1,Petrol,2.0,204632,4.0,Automatic,Front,4-5,Left wheel,White,4,0,15257
17645,730.0,Hyundai,2016,Sedan,1,Other,1.6,31006,4.0,Automatic,Front,4-5,Left wheel,White,4,0,18503
1831,730.0,Nissan,2016,Jeep,1,Petrol,1.6,181997,4.0,Automatic,4x4,4-5,Left wheel,Black,0,0,2117
7063,528.0,Hyundai,2014,Sedan,1,Diesel,1.6,49248,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,13454
18689,880.0,Nissan,2018,Sedan,1,Petrol,1.6,64757,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,314
1436,308.0,Honda,2015,Hatchback,1,Hybrid,1.5,152203,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,9656
18206,765.0,Hyundai,2015,Sedan,1,Other,2.0,34569,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,14906
18495,642.0,Chevrolet,2012,Jeep,1,Diesel,2.0,229276,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,13996
3563,779.0,Toyota,2013,Sedan,1,Petrol,2.5,78670,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,392
15991,751.0,Hyundai,2013,Sedan,1,Hybrid,2.4,115000,4.0,Automatic,Front,4-5,Left wheel,Other,8,0,17249
18087,891.0,Hyundai,2016,Jeep,1,Diesel,2.0,160931,4.0,Automatic,Front,4-5,Left wheel,White,4,0,43062
2339,474.0,Chevrolet,2013,Hatchback,1,Hybrid,1.4,150517,4.0,Automatic,Front,4-5,Left wheel,Black,0,0,4547
18328,642.0,Ssangyong,2012,Jeep,1,Diesel,2.0,112295,4.0,Automatic,Front,4-5,Left wheel,White,4,0,21953
3732,583.0,Hyundai,2011,Sedan,1,Petrol,1.6,106616,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,20005
16373,562.0,Other,2015,Other,1,Petrol,1.4,70000,4.0,Automatic,Front,2-3,Left wheel,Grey,12,0,15053
16217,642.0,Hyundai,2012,Jeep,1,Diesel,2.0,148310,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,29580
10490,382.0,Hyundai,2014,Sedan,1,Hybrid,2.4,89000,4.0,Automatic,Front,4-5,Left wheel,Silver,10,0,10506
10087,531.0,Chevrolet,2012,Hatchback,1,Petrol,1.6,50000,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,11851
14250,707.0,Hyundai,2011,Jeep,1,Diesel,2.0,172000,4.0,Automatic,Front,4-5,Left wheel,White,4,0,17923
7462,836.0,Ssangyong,2010,Jeep,1,Diesel,2.0,268065,4.0,Automatic,Front,4-5,Left wheel,White,4,0,16741
12789,831.0,Ssangyong,2017,Jeep,1,Diesel,1.6,48064,4.0,Automatic,Front,4-5,Left wheel,Other,4,0,39750
15068,862.0,Hyundai,2011,Minivan,1,Diesel,2.5,85226,4.0,Automatic,Front,4-5,Left wheel,Blue,4,0,13454
2401,691.0,Honda,2017,Hatchback,1,Petrol,1.3,68415,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,21285
11404,971.0,Ssangyong,2016,Jeep,1,Diesel,2.2,105344,4.0,Automatic,Front,4-5,Left wheel,White,4,0,26149
18364,1079.0,Hyundai,2018,Sedan,1,Petrol,2.0,16922,4.0,Automatic,Front,4-5,Left wheel,White,4,0,41553
12099,779.0,Toyota,2013,Sedan,1,Petrol,2.5,308694,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,3920
41,1091.0,Hyundai,2016,Universal,1,Diesel,2.5,61057,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,45734
18090,831.0,Ssangyong,2017,Jeep,1,Diesel,1.6,61506,4.0,Automatic,Front,4-5,Left wheel,White,4,0,43281
810,394.0,Toyota,2014,Sedan,1,Hybrid,2.5,203200,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,25089
6991,687.0,Hyundai,2010,Sedan,1,Petrol,1.6,129055,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,14069
13645,494.0,Nissan,2015,Hatchback,1,Petrol,1.2,149734,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,6398
3026,528.0,Hyundai,2014,Sedan,1,Diesel,1.6,102152,4.0,Automatic,Front,4-5,Left wheel,White,4,0,27946
4663,880.0,Hyundai,2018,Sedan,1,Petrol,1.6,53871,4.0,Automatic,Front,4-5,Left wheel,White,4,0,33575
15488,333.0,Other,2014,Sedan,1,Hybrid,2.0,270472,4.0,Automatic,4x4,4-5,Left wheel,White,0,0,15681
9916,1077.0,Toyota,2019,Other,1,Petrol,2.0,5219,4.0,Automatic,Front,4-5,Left wheel,White,12,0,6586
4362,751.0,Hyundai,2013,Sedan,1,Hybrid,2.4,216208,4.0,Automatic,Front,4-5,Left wheel,Blue,0,0,1176
3546,1017.0,Hyundai,2017,Sedan,1,Petrol,2.0,13148,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,42987
11956,765.0,Hyundai,2015,Sedan,1,Other,2.0,72369,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,13485
3191,781.0,Toyota,2012,Sedan,1,Hybrid,2.5,95000,4.0,Tiptronic,Front,4-5,Left wheel,Grey,12,0,25089
18622,730.0,Ssangyong,2016,Jeep,1,Petrol,1.6,121025,4.0,Automatic,Front,4-5,Left wheel,Blue,4,0,31744
14413,934.0,Toyota,2015,Sedan,1,Petrol,2.5,111936,4.0,Automatic,Front,4-5,Left wheel,White,12,0,2509
8919,666.0,Mercedes-Benz,2014,Sedan,1,Diesel,2.1,58864,4.0,Automatic,Rear,4-5,Left wheel,Silver,12,0,22894
14870,730.0,Ssangyong,2016,Jeep,1,Diesel,1.6,91060,4.0,Automatic,Front,4-5,Left wheel,White,4,0,37984
18065,1249.0,Hyundai,2017,Minivan,1,Diesel,2.5,15602,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,34808
6836,1586.0,Kia,2007,Jeep,1,Diesel,2.5,77452,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,5645
3058,831.0,Chevrolet,2017,Jeep,1,Diesel,1.6,71400,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,36166
